id_orden	cve_entidad	des_entidad	cve_del	des_del	cve_sdel	des_sdel	cve_municipio	des_municipio	cve_patron	cve_mod	ta	tp	te	year	month	month2
642928	21	PUEBLA	22	PUEBLA	8	IZUCAR DE MATAMOROS	D94	ATLIXCO	987	16	38	38	0	22	5	mayo
642929	21	PUEBLA	22	PUEBLA	8	IZUCAR DE MATAMOROS	D94	ATLIXCO	988	16	23	23	0	22	5	mayo
642930	21	PUEBLA	22	PUEBLA	8	IZUCAR DE MATAMOROS	D94	ATLIXCO	989	16	22	22	0	22	5	mayo
642931	21	PUEBLA	22	PUEBLA	8	IZUCAR DE MATAMOROS	D94	ATLIXCO	990	16	25	25	0	22	5	mayo
642932	21	PUEBLA	22	PUEBLA	8	IZUCAR DE MATAMOROS	D94	ATLIXCO	991	16	2	2	0	22	5	mayo
644542	21	PUEBLA	22	PUEBLA	22	PUEBLA SUR	E06	PUEBLA	992	16	14	14	0	22	5	mayo
644543	21	PUEBLA	22	PUEBLA	22	PUEBLA SUR	E06	PUEBLA	993	16	156	57	99	22	5	mayo
644544	21	PUEBLA	22	PUEBLA	22	PUEBLA SUR	E06	PUEBLA	994	16	21	21	0	22	5	mayo
644545	21	PUEBLA	22	PUEBLA	22	PUEBLA SUR	E06	PUEBLA	995	16	163	163	0	22	5	mayo
644546	21	PUEBLA	22	PUEBLA	22	PUEBLA SUR	E06	PUEBLA	996	16	439	386	53	22	5	mayo
644547	21	PUEBLA	22	PUEBLA	22	PUEBLA SUR	E06	PUEBLA	997	16	34	34	0	22	5	mayo
644548	21	PUEBLA	22	PUEBLA	22	PUEBLA SUR	E06	PUEBLA	998	16	150	149	1	22	5	mayo
644549	21	PUEBLA	22	PUEBLA	22	PUEBLA SUR	E06	PUEBLA	999	16	14	14	0	22	5	mayo
644550	21	PUEBLA	22	PUEBLA	22	PUEBLA SUR	E06	PUEBLA	1000	16	2	2	0	22	5	mayo
644551	21	PUEBLA	22	PUEBLA	22	PUEBLA SUR	E06	PUEBLA	1001	16	22	22	0	22	5	mayo
660500	21	QUERETARO	23	QUERETARO	3	SAN JUAN DEL RIO	E21	ZOQUITLAN	1002	16	22	22	0	22	5	mayo
660501	22	QUERETARO	23	QUERETARO	1	QUERETARO	E23	QUERETARO	1003	16	5	4	1	22	5	mayo
660502	22	QUERETARO	23	QUERETARO	1	QUERETARO	E23	QUERETARO	1004	16	1	1	0	22	5	mayo
660503	22	QUERETARO	23	QUERETARO	1	QUERETARO	E23	QUERETARO	1005	16	10	10	0	22	5	mayo
660504	22	QUERETARO	23	QUERETARO	1	QUERETARO	E23	QUERETARO	1006	16	2	2	0	22	5	mayo
660505	22	QUERETARO	23	QUERETARO	1	QUERETARO	E23	QUERETARO	1007	16	2	2	0	22	5	mayo
660506	22	QUERETARO	23	QUERETARO	1	QUERETARO	E23	QUERETARO	1008	16	6	6	0	22	5	mayo
660507	22	QUERETARO	23	QUERETARO	1	QUERETARO	E23	QUERETARO	1009	16	70	70	0	22	5	mayo
660508	22	QUERETARO	23	QUERETARO	1	QUERETARO	E23	QUERETARO	1010	16	6	6	0	22	5	mayo
660509	22	QUERETARO	23	QUERETARO	1	QUERETARO	E23	QUERETARO	1011	16	8	8	0	22	5	mayo
660510	22	QUERETARO	23	QUERETARO	1	QUERETARO	E23	QUERETARO	1012	16	628	628	0	22	5	mayo
670968	22	QUERETARO	23	QUERETARO	3	SAN JUAN DEL RIO	E25	TEQUISQUIAPAN	1013	16	3	3	0	22	5	mayo
670969	22	QUERETARO	23	QUERETARO	3	SAN JUAN DEL RIO	E25	TEQUISQUIAPAN	1014	16	1	1	0	22	5	mayo
670970	22	QUERETARO	23	QUERETARO	3	SAN JUAN DEL RIO	E25	TEQUISQUIAPAN	1015	16	27	27	0	22	5	mayo
670971	22	QUERETARO	23	QUERETARO	3	SAN JUAN DEL RIO	E25	TEQUISQUIAPAN	1016	16	5	5	0	22	5	mayo
670972	22	QUERETARO	23	QUERETARO	3	SAN JUAN DEL RIO	E25	TEQUISQUIAPAN	1017	16	18	17	1	22	5	mayo
670973	22	QUERETARO	23	QUERETARO	3	SAN JUAN DEL RIO	E25	TEQUISQUIAPAN	1018	16	1	1	0	22	5	mayo
670974	22	QUERETARO	23	QUERETARO	3	SAN JUAN DEL RIO	E25	TEQUISQUIAPAN	1019	16	3	3	0	22	5	mayo
670975	22	QUERETARO	23	QUERETARO	3	SAN JUAN DEL RIO	E25	TEQUISQUIAPAN	1020	16	3	3	0	22	5	mayo
670976	22	QUERETARO	23	QUERETARO	3	SAN JUAN DEL RIO	E27	PEDRO ESCOBEDO	1021	16	1	1	0	22	5	mayo
670977	22	QUERETARO	23	QUERETARO	3	SAN JUAN DEL RIO	E27	PEDRO ESCOBEDO	1022	16	1	1	0	22	5	mayo
675355	23	QUINTANA ROO	24	QUINTANA ROO	1	CHETUMAL	E29	OTHON P BLANCO	1023	16	11	11	0	22	5	mayo
675356	23	QUINTANA ROO	24	QUINTANA ROO	1	CHETUMAL	E29	OTHON P BLANCO	1024	16	39	38	1	22	5	mayo
675357	23	QUINTANA ROO	24	QUINTANA ROO	1	CHETUMAL	P95	FELIPE CARRILLO PUERTO	1025	16	2	2	0	22	5	mayo
675358	23	QUINTANA ROO	24	QUINTANA ROO	1	CHETUMAL	E29	OTHON P BLANCO	1026	16	3	3	0	22	5	mayo
675359	23	QUINTANA ROO	24	QUINTANA ROO	1	CHETUMAL	E29	OTHON P BLANCO	1027	16	13	9	4	22	5	mayo
675360	23	QUINTANA ROO	24	QUINTANA ROO	1	CHETUMAL	E29	OTHON P BLANCO	1028	16	7	7	0	22	5	mayo
675361	23	QUINTANA ROO	24	QUINTANA ROO	1	CHETUMAL	E29	OTHON P BLANCO	1029	16	5	5	0	22	5	mayo
675362	23	QUINTANA ROO	24	QUINTANA ROO	1	CHETUMAL	E29	OTHON P BLANCO	1030	16	6	5	1	22	5	mayo
675363	23	QUINTANA ROO	24	QUINTANA ROO	1	CHETUMAL	E29	OTHON P BLANCO	1031	16	236	236	0	22	5	mayo
675364	23	QUINTANA ROO	24	QUINTANA ROO	1	CHETUMAL	E29	OTHON P BLANCO	1032	16	5	5	0	22	5	mayo
677565	23	QUINTANA ROO	24	QUINTANA ROO	2	COZUMEL	E28	COZUMEL	1033	16	9	8	1	22	5	mayo
677566	23	QUINTANA ROO	24	QUINTANA ROO	2	COZUMEL	E28	COZUMEL	1034	16	54	54	0	22	5	mayo
677567	23	QUINTANA ROO	24	QUINTANA ROO	2	COZUMEL	E28	COZUMEL	1035	16	2	2	0	22	5	mayo
677568	23	QUINTANA ROO	24	QUINTANA ROO	2	COZUMEL	E28	COZUMEL	1036	16	7	7	0	22	5	mayo
677569	23	QUINTANA ROO	24	QUINTANA ROO	2	COZUMEL	E28	COZUMEL	1037	16	2	2	0	22	5	mayo
677570	23	QUINTANA ROO	24	QUINTANA ROO	2	COZUMEL	E28	COZUMEL	1038	16	12	12	0	22	5	mayo
677571	23	QUINTANA ROO	24	QUINTANA ROO	2	COZUMEL	E28	COZUMEL	1039	16	4	4	0	22	5	mayo
677572	23	QUINTANA ROO	24	QUINTANA ROO	2	COZUMEL	E28	COZUMEL	1040	16	4	4	0	22	5	mayo
677573	23	QUINTANA ROO	24	QUINTANA ROO	2	COZUMEL	E28	COZUMEL	1041	16	13	13	0	22	5	mayo
677574	23	QUINTANA ROO	24	QUINTANA ROO	2	COZUMEL	E28	COZUMEL	1042	16	80	42	38	22	5	mayo
681924	23	QUINTANA ROO	24	QUINTANA ROO	7	CANCUN	L01	BENITO JUAREZ	1043	16	27	21	6	22	5	mayo
681925	23	QUINTANA ROO	24	QUINTANA ROO	7	CANCUN	L01	BENITO JUAREZ	1044	16	1	1	0	22	5	mayo
681926	23	QUINTANA ROO	24	QUINTANA ROO	7	CANCUN	L01	BENITO JUAREZ	1045	16	247	134	113	22	5	mayo
681927	23	QUINTANA ROO	24	QUINTANA ROO	7	CANCUN	L01	BENITO JUAREZ	1046	16	29	28	1	22	5	mayo
681928	23	QUINTANA ROO	24	QUINTANA ROO	7	CANCUN	L01	BENITO JUAREZ	1047	16	43	37	6	22	5	mayo
681929	23	QUINTANA ROO	24	QUINTANA ROO	7	CANCUN	L01	BENITO JUAREZ	1048	16	54	54	0	22	5	mayo
681930	23	QUINTANA ROO	24	QUINTANA ROO	7	CANCUN	L01	BENITO JUAREZ	1049	16	469	445	24	22	5	mayo
681931	23	QUINTANA ROO	24	QUINTANA ROO	7	CANCUN	L01	BENITO JUAREZ	1050	16	1	1	0	22	5	mayo
681932	23	QUINTANA ROO	24	QUINTANA ROO	7	CANCUN	L01	BENITO JUAREZ	1051	16	109	101	8	22	5	mayo
681933	23	QUINTANA ROO	24	QUINTANA ROO	7	CANCUN	L01	BENITO JUAREZ	1052	16	213	120	93	22	5	mayo
691384	24	SAN LUIS POTOSI	25	SAN LUIS POTOSI	1	SAN LUIS POTOSI ORIENTE	E39	SAN LUIS POTOSI	1053	16	3	3	0	22	5	mayo
691385	24	SAN LUIS POTOSI	25	SAN LUIS POTOSI	1	SAN LUIS POTOSI ORIENTE	E39	SAN LUIS POTOSI	1054	16	1	1	0	22	5	mayo
691386	24	SAN LUIS POTOSI	25	SAN LUIS POTOSI	1	SAN LUIS POTOSI ORIENTE	E39	SAN LUIS POTOSI	1055	16	1	1	0	22	5	mayo
691387	24	SAN LUIS POTOSI	25	SAN LUIS POTOSI	1	SAN LUIS POTOSI ORIENTE	E39	SAN LUIS POTOSI	1056	16	367	208	159	22	5	mayo
691388	24	SAN LUIS POTOSI	25	SAN LUIS POTOSI	1	SAN LUIS POTOSI ORIENTE	E39	SAN LUIS POTOSI	1057	16	122	122	0	22	5	mayo
691389	24	SAN LUIS POTOSI	25	SAN LUIS POTOSI	1	SAN LUIS POTOSI ORIENTE	E41	SOLEDAD DIEZ GUTIERREZ	1058	16	15	14	1	22	5	mayo
691390	24	SAN LUIS POTOSI	25	SAN LUIS POTOSI	1	SAN LUIS POTOSI ORIENTE	E39	SAN LUIS POTOSI	1059	16	46	43	3	22	5	mayo
691391	24	SAN LUIS POTOSI	25	SAN LUIS POTOSI	1	SAN LUIS POTOSI ORIENTE	E39	SAN LUIS POTOSI	1060	16	1	1	0	22	5	mayo
691392	24	SAN LUIS POTOSI	25	SAN LUIS POTOSI	1	SAN LUIS POTOSI ORIENTE	E39	SAN LUIS POTOSI	1061	16	1653	1641	12	22	5	mayo
691393	24	SAN LUIS POTOSI	25	SAN LUIS POTOSI	1	SAN LUIS POTOSI ORIENTE	E39	SAN LUIS POTOSI	1062	16	109	70	39	22	5	mayo
700806	24	SAN LUIS POTOSI	25	SAN LUIS POTOSI	3	MATEHUALA	E36	MATEHUALA	1063	16	1	1	0	22	5	mayo
700807	24	SAN LUIS POTOSI	25	SAN LUIS POTOSI	3	MATEHUALA	E36	MATEHUALA	1064	16	30	30	0	22	5	mayo
700808	24	SAN LUIS POTOSI	25	SAN LUIS POTOSI	3	MATEHUALA	E36	MATEHUALA	1065	16	61	61	0	22	5	mayo
700809	24	SAN LUIS POTOSI	25	SAN LUIS POTOSI	3	MATEHUALA	E36	MATEHUALA	1066	16	21	21	0	22	5	mayo
700810	24	SAN LUIS POTOSI	25	SAN LUIS POTOSI	3	MATEHUALA	E36	MATEHUALA	1067	16	8	8	0	22	5	mayo
700811	24	SAN LUIS POTOSI	25	SAN LUIS POTOSI	3	MATEHUALA	E36	MATEHUALA	1068	16	11	11	0	22	5	mayo
700812	24	SAN LUIS POTOSI	25	SAN LUIS POTOSI	3	MATEHUALA	E36	MATEHUALA	1069	16	26	24	2	22	5	mayo
700813	24	SAN LUIS POTOSI	25	SAN LUIS POTOSI	3	MATEHUALA	E36	MATEHUALA	1070	16	2	2	0	22	5	mayo
700814	24	SAN LUIS POTOSI	25	SAN LUIS POTOSI	3	MATEHUALA	E36	MATEHUALA	1071	16	225	83	142	22	5	mayo
700815	24	SAN LUIS POTOSI	25	SAN LUIS POTOSI	3	MATEHUALA	E36	MATEHUALA	1072	16	23	22	1	22	5	mayo
702091	24	SAN LUIS POTOSI	25	SAN LUIS POTOSI	5	CIUDAD VALLES	E35	CD VALLES	1073	16	2	2	0	22	5	mayo
702092	24	SAN LUIS POTOSI	25	SAN LUIS POTOSI	5	CIUDAD VALLES	E35	CD VALLES	1074	16	8	8	0	22	5	mayo
702093	24	SAN LUIS POTOSI	25	SAN LUIS POTOSI	5	CIUDAD VALLES	E35	CD VALLES	1075	16	34	34	0	22	5	mayo
702094	24	SAN LUIS POTOSI	25	SAN LUIS POTOSI	5	CIUDAD VALLES	E35	CD VALLES	1076	16	469	466	3	22	5	mayo
702095	24	SAN LUIS POTOSI	25	SAN LUIS POTOSI	5	CIUDAD VALLES	E35	CD VALLES	1077	16	1	1	0	22	5	mayo
702096	24	SAN LUIS POTOSI	25	SAN LUIS POTOSI	5	CIUDAD VALLES	E35	CD VALLES	1078	16	15	15	0	22	5	mayo
702097	24	SAN LUIS POTOSI	25	SAN LUIS POTOSI	5	CIUDAD VALLES	E35	CD VALLES	1079	16	3	3	0	22	5	mayo
702098	24	SAN LUIS POTOSI	25	SAN LUIS POTOSI	5	CIUDAD VALLES	E35	CD VALLES	1080	16	9	7	2	22	5	mayo
702099	24	SAN LUIS POTOSI	25	SAN LUIS POTOSI	5	CIUDAD VALLES	E35	CD VALLES	1081	16	1	1	0	22	5	mayo
702100	24	SAN LUIS POTOSI	25	SAN LUIS POTOSI	5	CIUDAD VALLES	E35	CD VALLES	1082	16	40	40	0	22	5	mayo
705676	24	SAN LUIS POTOSI	25	SAN LUIS POTOSI	60	SAN LUIS POTOSI PONIENTE	E39	SAN LUIS POTOSI	1083	16	3	2	1	22	5	mayo
705677	24	SAN LUIS POTOSI	25	SAN LUIS POTOSI	60	SAN LUIS POTOSI PONIENTE	E39	SAN LUIS POTOSI	1084	16	8	8	0	22	5	mayo
705678	24	SAN LUIS POTOSI	25	SAN LUIS POTOSI	60	SAN LUIS POTOSI PONIENTE	E39	SAN LUIS POTOSI	1085	16	102	96	6	22	5	mayo
705679	24	SAN LUIS POTOSI	25	SAN LUIS POTOSI	60	SAN LUIS POTOSI PONIENTE	E39	SAN LUIS POTOSI	1086	16	1	1	0	22	5	mayo
705680	24	SAN LUIS POTOSI	25	SAN LUIS POTOSI	60	SAN LUIS POTOSI PONIENTE	E39	SAN LUIS POTOSI	1087	16	1	1	0	22	5	mayo
705681	24	SAN LUIS POTOSI	25	SAN LUIS POTOSI	60	SAN LUIS POTOSI PONIENTE	E39	SAN LUIS POTOSI	1088	16	2	2	0	22	5	mayo
705682	24	SAN LUIS POTOSI	25	SAN LUIS POTOSI	60	SAN LUIS POTOSI PONIENTE	E39	SAN LUIS POTOSI	1089	16	2	1	1	22	5	mayo
705683	24	SAN LUIS POTOSI	25	SAN LUIS POTOSI	60	SAN LUIS POTOSI PONIENTE	E39	SAN LUIS POTOSI	1090	16	2	2	0	22	5	mayo
705684	24	SAN LUIS POTOSI	25	SAN LUIS POTOSI	60	SAN LUIS POTOSI PONIENTE	E39	SAN LUIS POTOSI	1091	16	10	8	2	22	5	mayo
705685	24	SAN LUIS POTOSI	25	SAN LUIS POTOSI	60	SAN LUIS POTOSI PONIENTE	E39	SAN LUIS POTOSI	1092	16	15	15	0	22	5	mayo
714221	25	NUEVO LEON	20	NUEVO LEON	32	NUEVO LEON NOROESTE	Y36	NAVOLATO	1093	16	48	48	0	22	5	mayo
714222	25	SINALOA	26	SINALOA	1	CULIACAN	E49	CULIACAN	1094	16	11	11	0	22	5	mayo
714223	25	SINALOA	26	SINALOA	1	CULIACAN	E49	CULIACAN	1095	16	9	9	0	22	5	mayo
714224	25	SINALOA	26	SINALOA	1	CULIACAN	E49	CULIACAN	1096	16	15	15	0	22	5	mayo
714225	25	SINALOA	26	SINALOA	1	CULIACAN	E49	CULIACAN	1097	16	16	14	2	22	5	mayo
714226	25	SINALOA	26	SINALOA	1	CULIACAN	E49	CULIACAN	1098	16	148	147	1	22	5	mayo
714227	25	SINALOA	26	SINALOA	1	CULIACAN	E49	CULIACAN	1099	16	36	18	18	22	5	mayo
714228	25	SINALOA	26	SINALOA	1	CULIACAN	E49	CULIACAN	1100	16	14	14	0	22	5	mayo
714229	25	SINALOA	26	SINALOA	1	CULIACAN	E49	CULIACAN	1101	16	3	3	0	22	5	mayo
714230	25	SINALOA	26	SINALOA	1	CULIACAN	E49	CULIACAN	1102	16	11	11	0	22	5	mayo
714231	25	SINALOA	26	SINALOA	1	CULIACAN	E49	CULIACAN	1103	16	53	53	0	22	5	mayo
720895	25	SINALOA	26	SINALOA	3	LOS MOCHIS	E46	AHOME	1104	16	101	101	0	22	5	mayo
720896	25	SINALOA	26	SINALOA	3	LOS MOCHIS	E46	AHOME	1105	16	2	2	0	22	5	mayo
720897	25	SINALOA	26	SINALOA	3	LOS MOCHIS	E46	AHOME	1106	16	6	6	0	22	5	mayo
720898	25	SINALOA	26	SINALOA	3	LOS MOCHIS	E46	AHOME	1107	16	17	15	2	22	5	mayo
720899	25	SINALOA	26	SINALOA	3	LOS MOCHIS	E46	AHOME	1108	16	11	11	0	22	5	mayo
720900	25	SINALOA	26	SINALOA	3	LOS MOCHIS	E46	AHOME	1109	16	120	120	0	22	5	mayo
720901	25	SINALOA	26	SINALOA	3	LOS MOCHIS	E46	AHOME	1110	16	6	6	0	22	5	mayo
720902	25	SINALOA	26	SINALOA	3	LOS MOCHIS	E46	AHOME	1111	16	3	3	0	22	5	mayo
720903	25	SINALOA	26	SINALOA	3	LOS MOCHIS	E46	AHOME	1112	16	1	1	0	22	5	mayo
720904	25	SINALOA	26	SINALOA	3	LOS MOCHIS	E46	AHOME	1113	16	5	5	0	22	5	mayo
729363	25	SINALOA	26	SINALOA	4	GUASAVE	E52	GUASAVE	1114	16	70	70	0	22	5	mayo
729364	25	SINALOA	26	SINALOA	4	GUASAVE	E52	GUASAVE	1115	16	40	40	0	22	5	mayo
729365	25	SINALOA	26	SINALOA	4	GUASAVE	E52	GUASAVE	1116	16	22	22	0	22	5	mayo
729366	25	SINALOA	26	SINALOA	4	GUASAVE	E52	GUASAVE	1117	16	3	3	0	22	5	mayo
729367	25	SINALOA	26	SINALOA	4	GUASAVE	E52	GUASAVE	1118	16	19	19	0	22	5	mayo
729368	25	SINALOA	26	SINALOA	4	GUASAVE	E52	GUASAVE	1119	16	8	8	0	22	5	mayo
729369	25	SINALOA	26	SINALOA	4	GUASAVE	E52	GUASAVE	1120	16	166	146	20	22	5	mayo
729370	25	SINALOA	26	SINALOA	4	GUASAVE	E52	GUASAVE	1121	16	2	2	0	22	5	mayo
729371	25	SINALOA	26	SINALOA	4	GUASAVE	E52	GUASAVE	1122	16	2	2	0	22	5	mayo
729372	25	SINALOA	26	SINALOA	4	GUASAVE	E52	GUASAVE	1123	16	8	8	0	22	5	mayo
735950	25	SINALOA	26	SINALOA	5	MAZATLAN	E53	MAZATLAN	1124	16	15	5	10	22	5	mayo
735951	25	SINALOA	26	SINALOA	5	MAZATLAN	E53	MAZATLAN	1125	16	18	18	0	22	5	mayo
735952	25	SINALOA	26	SINALOA	5	MAZATLAN	E53	MAZATLAN	1126	16	162	162	0	22	5	mayo
735953	25	SINALOA	26	SINALOA	5	MAZATLAN	E53	MAZATLAN	1127	16	1	1	0	22	5	mayo
735954	25	SINALOA	26	SINALOA	5	MAZATLAN	E53	MAZATLAN	1128	16	2	2	0	22	5	mayo
735955	25	SINALOA	26	SINALOA	5	MAZATLAN	E53	MAZATLAN	1129	16	120	120	0	22	5	mayo
735956	25	SINALOA	26	SINALOA	5	MAZATLAN	E53	MAZATLAN	1130	16	67	67	0	22	5	mayo
735957	25	SINALOA	26	SINALOA	5	MAZATLAN	E53	MAZATLAN	1131	16	4	4	0	22	5	mayo
735958	25	SINALOA	26	SINALOA	5	MAZATLAN	E53	MAZATLAN	1132	16	2	2	0	22	5	mayo
735959	25	SINALOA	26	SINALOA	5	MAZATLAN	E53	MAZATLAN	1133	16	11	11	0	22	5	mayo
745109	26	BAJA CALIFORNIA	2	BAJA CALIFORNIA	1	MEXICALI	E71	SAN LUIS RIO COLORADO SON	1134	16	42	42	0	22	5	mayo
745110	26	BAJA CALIFORNIA	2	BAJA CALIFORNIA	1	MEXICALI	E71	SAN LUIS RIO COLORADO SON	1135	16	1	1	0	22	5	mayo
745111	26	BAJA CALIFORNIA	2	BAJA CALIFORNIA	1	MEXICALI	E71	SAN LUIS RIO COLORADO SON	1136	16	1	1	0	22	5	mayo
745112	26	BAJA CALIFORNIA	2	BAJA CALIFORNIA	1	MEXICALI	E71	SAN LUIS RIO COLORADO SON	1137	16	5	5	0	22	5	mayo
745113	26	BAJA CALIFORNIA	2	BAJA CALIFORNIA	1	MEXICALI	E71	SAN LUIS RIO COLORADO SON	1138	16	1	1	0	22	5	mayo
745114	26	BAJA CALIFORNIA	2	BAJA CALIFORNIA	1	MEXICALI	E71	SAN LUIS RIO COLORADO SON	1139	16	307	305	2	22	5	mayo
745115	26	BAJA CALIFORNIA	2	BAJA CALIFORNIA	4	SAN LUIS RIO COLORADO	E71	SAN LUIS RIO COLORADO SON	1140	16	3	3	0	22	5	mayo
745116	26	BAJA CALIFORNIA	2	BAJA CALIFORNIA	4	SAN LUIS RIO COLORADO	E71	SAN LUIS RIO COLORADO SON	1141	16	10	9	1	22	5	mayo
745117	26	BAJA CALIFORNIA	2	BAJA CALIFORNIA	4	SAN LUIS RIO COLORADO	E71	SAN LUIS RIO COLORADO SON	1142	16	67	63	4	22	5	mayo
745118	26	BAJA CALIFORNIA	2	BAJA CALIFORNIA	4	SAN LUIS RIO COLORADO	E71	SAN LUIS RIO COLORADO SON	1143	16	135	56	79	22	5	mayo
745119	26	BAJA CALIFORNIA	2	BAJA CALIFORNIA	4	SAN LUIS RIO COLORADO	E71	SAN LUIS RIO COLORADO SON	1144	16	40	39	1	22	5	mayo
745120	26	BAJA CALIFORNIA	2	BAJA CALIFORNIA	4	SAN LUIS RIO COLORADO	E71	SAN LUIS RIO COLORADO SON	1145	16	25	25	0	22	5	mayo
745121	26	BAJA CALIFORNIA	2	BAJA CALIFORNIA	4	SAN LUIS RIO COLORADO	E71	SAN LUIS RIO COLORADO SON	1146	16	1	1	0	22	5	mayo
745122	26	BAJA CALIFORNIA	2	BAJA CALIFORNIA	4	SAN LUIS RIO COLORADO	E71	SAN LUIS RIO COLORADO SON	1147	16	10	10	0	22	5	mayo
745123	26	BAJA CALIFORNIA	2	BAJA CALIFORNIA	4	SAN LUIS RIO COLORADO	E71	SAN LUIS RIO COLORADO SON	1148	16	2	2	0	22	5	mayo
745124	26	BAJA CALIFORNIA	2	BAJA CALIFORNIA	4	SAN LUIS RIO COLORADO	E71	SAN LUIS RIO COLORADO SON	1149	16	8	8	0	22	5	mayo
747497	26	JALISCO	14	JALISCO	38	HIDALGO B	X29	BACADEHUACHI	1150	16	13	1	12	22	5	mayo
747498	26	ESTADO DE MEXICO	16	ESTADO DE MEXICO PONIENTE	5	NAUCALPAN - LOMAS VERDES	X41	SAN PEDRO DE LA CUEVA	1151	16	1	1	0	22	5	mayo
747499	26	NUEVO LEON	20	NUEVO LEON	31	NUEVO LEON NORESTE	X39	QUIRIEGO	1152	16	12	12	0	22	5	mayo
747500	26	PUEBLA	22	PUEBLA	1	PUEBLA NORTE	E60	CAJEME	1153	16	86	86	0	22	5	mayo
747501	26	PUEBLA	22	PUEBLA	5	TEZIUTLAN	P97	SAHUARIPA	1154	16	1	1	0	22	5	mayo
747502	26	QUINTANA ROO	24	QUINTANA ROO	2	COZUMEL	X35	HUACHINERA	1155	16	3	3	0	22	5	mayo
747503	26	SONORA	27	SONORA	1	HERMOSILLO	E64	HERMOSILLO	1156	16	177	49	128	22	5	mayo
747504	26	SONORA	27	SONORA	1	HERMOSILLO	E64	HERMOSILLO	1157	16	170	170	0	22	5	mayo
747505	26	SONORA	27	SONORA	1	HERMOSILLO	E64	HERMOSILLO	1158	16	12	12	0	22	5	mayo
747506	26	SONORA	27	SONORA	1	HERMOSILLO	E64	HERMOSILLO	1159	16	16	16	0	22	5	mayo
747507	26	SONORA	27	SONORA	1	HERMOSILLO	E64	HERMOSILLO	1160	16	152	152	0	22	5	mayo
747508	26	SONORA	27	SONORA	1	HERMOSILLO	E64	HERMOSILLO	1161	16	58	58	0	22	5	mayo
747509	26	SONORA	27	SONORA	1	HERMOSILLO	E64	HERMOSILLO	1162	16	503	503	0	22	5	mayo
747510	26	SONORA	27	SONORA	1	HERMOSILLO	E64	HERMOSILLO	1163	16	19	18	1	22	5	mayo
747511	26	SONORA	27	SONORA	1	HERMOSILLO	E64	HERMOSILLO	1164	16	4	4	0	22	5	mayo
747512	26	SONORA	27	SONORA	1	HERMOSILLO	E64	HERMOSILLO	1165	16	1	1	0	22	5	mayo
759195	26	SONORA	27	SONORA	3	GUAYMAS	E63	GUAYMAS	1166	16	4	3	1	22	5	mayo
759196	26	SONORA	27	SONORA	3	GUAYMAS	E63	GUAYMAS	1167	16	32	29	3	22	5	mayo
759197	26	SONORA	27	SONORA	3	GUAYMAS	E63	GUAYMAS	1168	16	26	26	0	22	5	mayo
759198	26	SONORA	27	SONORA	3	GUAYMAS	E63	GUAYMAS	1169	16	35	35	0	22	5	mayo
759199	26	SONORA	27	SONORA	3	GUAYMAS	E63	GUAYMAS	1170	16	4	4	0	22	5	mayo
759200	26	SONORA	27	SONORA	3	GUAYMAS	E63	GUAYMAS	1171	16	39	39	0	22	5	mayo
759201	26	SONORA	27	SONORA	3	GUAYMAS	E63	GUAYMAS	1172	16	4	4	0	22	5	mayo
759202	26	SONORA	27	SONORA	3	GUAYMAS	E63	GUAYMAS	1173	16	8	7	1	22	5	mayo
759203	26	SONORA	27	SONORA	3	GUAYMAS	E61	EMPALME	1174	16	3	3	0	22	5	mayo
759204	26	SONORA	27	SONORA	3	GUAYMAS	E63	GUAYMAS	1175	16	36	36	0	22	5	mayo
762041	26	SONORA	27	SONORA	7	NAVOJOA	E67	NAVOJOA	1176	16	3	3	0	22	5	mayo
762042	26	SONORA	27	SONORA	7	NAVOJOA	E67	NAVOJOA	1177	16	2	2	0	22	5	mayo
762043	26	SONORA	27	SONORA	7	NAVOJOA	E67	NAVOJOA	1178	16	27	27	0	22	5	mayo
762044	26	SONORA	27	SONORA	7	NAVOJOA	E67	NAVOJOA	1179	16	5	5	0	22	5	mayo
762045	26	SONORA	27	SONORA	7	NAVOJOA	E67	NAVOJOA	1180	16	7	7	0	22	5	mayo
762046	26	SONORA	27	SONORA	7	NAVOJOA	E67	NAVOJOA	1181	16	34	6	28	22	5	mayo
762047	26	SONORA	27	SONORA	7	NAVOJOA	E67	NAVOJOA	1182	16	22	21	1	22	5	mayo
762048	26	SONORA	27	SONORA	7	NAVOJOA	E67	NAVOJOA	1183	16	3	3	0	22	5	mayo
762049	26	SONORA	27	SONORA	7	NAVOJOA	E65	HUATABAMPO	1184	16	39	19	20	22	5	mayo
762050	26	SONORA	27	SONORA	7	NAVOJOA	E65	HUATABAMPO	1185	16	1	1	0	22	5	mayo
765807	26	SONORA	27	SONORA	10	NOGALES	E68	NOGALES	1186	16	41	41	0	22	5	mayo
765808	26	SONORA	27	SONORA	10	NOGALES	E68	NOGALES	1187	16	1	1	0	22	5	mayo
765809	26	SONORA	27	SONORA	10	NOGALES	E68	NOGALES	1188	16	60	60	0	22	5	mayo
765810	26	SONORA	27	SONORA	10	NOGALES	E68	NOGALES	1189	16	33	33	0	22	5	mayo
765811	26	SONORA	27	SONORA	10	NOGALES	E68	NOGALES	1190	16	2	2	0	22	5	mayo
765812	26	SONORA	27	SONORA	10	NOGALES	E68	NOGALES	1191	16	14	14	0	22	5	mayo
