id_orden	cve_entidad	des_entidad	cve_del	des_del	cve_sdel	des_sdel	cve_municipio	des_municipio	cve_patron	cve_mod	ta	tp	te	year	month	month2
765813	26	SONORA	27	SONORA	10	NOGALES	E68	NOGALES	1192	16	19	19	0	22	5	mayo
765814	26	SONORA	27	SONORA	10	NOGALES	E68	NOGALES	1193	16	435	435	0	22	5	mayo
765815	26	SONORA	27	SONORA	10	NOGALES	E68	NOGALES	1194	16	2	2	0	22	5	mayo
765816	26	SONORA	27	SONORA	10	NOGALES	E68	NOGALES	1195	16	60	60	0	22	5	mayo
769249	26	SONORA	27	SONORA	13	CABORCA	E59	CABORCA	1196	16	27	27	0	22	5	mayo
769250	26	SONORA	27	SONORA	13	CABORCA	E59	CABORCA	1197	16	7	7	0	22	5	mayo
769251	26	SONORA	27	SONORA	13	CABORCA	E59	CABORCA	1198	16	24	24	0	22	5	mayo
769252	26	SONORA	27	SONORA	13	CABORCA	E59	CABORCA	1199	16	16	16	0	22	5	mayo
769253	26	SONORA	27	SONORA	13	CABORCA	E59	CABORCA	1200	16	15	15	0	22	5	mayo
769254	26	SONORA	27	SONORA	13	CABORCA	E59	CABORCA	1201	16	1	1	0	22	5	mayo
769255	26	SONORA	27	SONORA	13	CABORCA	E59	CABORCA	1202	16	2	2	0	22	5	mayo
769256	26	SONORA	27	SONORA	13	CABORCA	E59	CABORCA	1203	16	19	19	0	22	5	mayo
769257	26	SONORA	27	SONORA	13	CABORCA	E59	CABORCA	1204	16	4	4	0	22	5	mayo
769258	26	SONORA	27	SONORA	13	CABORCA	E59	CABORCA	1205	16	9	9	0	22	5	mayo
772060	26	SONORA	27	SONORA	51	AGUA PRIETA	E56	AGUA PRIETA	1206	16	542	542	0	22	5	mayo
772061	26	SONORA	27	SONORA	51	AGUA PRIETA	E56	AGUA PRIETA	1207	16	623	623	0	22	5	mayo
772062	26	SONORA	27	SONORA	51	AGUA PRIETA	E56	AGUA PRIETA	1208	16	676	676	0	22	5	mayo
772063	26	SONORA	27	SONORA	51	AGUA PRIETA	E56	AGUA PRIETA	1209	16	40	40	0	22	5	mayo
772064	26	SONORA	27	SONORA	51	AGUA PRIETA	E56	AGUA PRIETA	1210	16	2	2	0	22	5	mayo
772065	26	SONORA	27	SONORA	51	AGUA PRIETA	E56	AGUA PRIETA	1211	16	5	5	0	22	5	mayo
772066	26	SONORA	27	SONORA	51	AGUA PRIETA	E56	AGUA PRIETA	1212	16	132	130	2	22	5	mayo
772067	26	SONORA	27	SONORA	51	AGUA PRIETA	E56	AGUA PRIETA	1213	16	2	2	0	22	5	mayo
772068	26	SONORA	27	SONORA	51	AGUA PRIETA	E56	AGUA PRIETA	1214	16	13	6	7	22	5	mayo
772069	26	SONORA	27	SONORA	51	AGUA PRIETA	E56	AGUA PRIETA	1215	16	3	3	0	22	5	mayo
773657	26	SONORA	27	SONORA	57	NACOZARI DE GARCIA	K71	MOCTEZUMA	1216	16	2	2	0	22	5	mayo
773658	26	SONORA	27	SONORA	57	NACOZARI DE GARCIA	K71	MOCTEZUMA	1217	16	1	1	0	22	5	mayo
773659	26	SONORA	27	SONORA	57	NACOZARI DE GARCIA	K71	MOCTEZUMA	1218	16	1	1	0	22	5	mayo
773660	26	SONORA	27	SONORA	57	NACOZARI DE GARCIA	K71	MOCTEZUMA	1219	16	6	6	0	22	5	mayo
773661	26	SONORA	27	SONORA	57	NACOZARI DE GARCIA	K71	MOCTEZUMA	1220	16	2	2	0	22	5	mayo
773662	26	SONORA	27	SONORA	57	NACOZARI DE GARCIA	K71	MOCTEZUMA	1221	16	2	2	0	22	5	mayo
773663	26	SONORA	27	SONORA	57	NACOZARI DE GARCIA	K71	MOCTEZUMA	1222	16	1	1	0	22	5	mayo
773664	26	SONORA	27	SONORA	57	NACOZARI DE GARCIA	K71	MOCTEZUMA	1223	16	1	1	0	22	5	mayo
773665	26	SONORA	27	SONORA	57	NACOZARI DE GARCIA	K71	MOCTEZUMA	1224	16	3	3	0	22	5	mayo
773666	26	SONORA	27	SONORA	57	NACOZARI DE GARCIA	K71	MOCTEZUMA	1225	16	4	4	0	22	5	mayo
774127	26	SONORA	27	SONORA	70	CIUDAD OBREGON	E60	CAJEME	1226	16	2	2	0	22	5	mayo
774128	26	SONORA	27	SONORA	70	CIUDAD OBREGON	E60	CAJEME	1227	16	124	124	0	22	5	mayo
774129	26	SONORA	27	SONORA	70	CIUDAD OBREGON	E60	CAJEME	1228	16	10	10	0	22	5	mayo
774130	26	SONORA	27	SONORA	70	CIUDAD OBREGON	E60	CAJEME	1229	16	428	426	2	22	5	mayo
774131	26	SONORA	27	SONORA	70	CIUDAD OBREGON	E60	CAJEME	1230	16	25	25	0	22	5	mayo
774132	26	SONORA	27	SONORA	70	CIUDAD OBREGON	E60	CAJEME	1231	16	96	96	0	22	5	mayo
774133	26	SONORA	27	SONORA	70	CIUDAD OBREGON	E60	CAJEME	1232	16	9	9	0	22	5	mayo
774134	26	SONORA	27	SONORA	70	CIUDAD OBREGON	E60	CAJEME	1233	16	5	5	0	22	5	mayo
774135	26	SONORA	27	SONORA	70	CIUDAD OBREGON	E60	CAJEME	1234	16	21	21	0	22	5	mayo
774136	26	SONORA	27	SONORA	70	CIUDAD OBREGON	E60	CAJEME	1235	16	31	31	0	22	5	mayo
782473	27	TABASCO	28	TABASCO	1	VILLAHERMOSA	E75	CENTRO	1236	16	260	260	0	22	5	mayo
782474	27	TABASCO	28	TABASCO	1	VILLAHERMOSA	E75	CENTRO	1237	16	6	6	0	22	5	mayo
782475	27	TABASCO	28	TABASCO	1	VILLAHERMOSA	E75	CENTRO	1238	16	212	202	10	22	5	mayo
782476	27	TABASCO	28	TABASCO	1	VILLAHERMOSA	E75	CENTRO	1239	16	12	11	1	22	5	mayo
782477	27	TABASCO	28	TABASCO	1	VILLAHERMOSA	E75	CENTRO	1240	16	3	3	0	22	5	mayo
782478	27	TABASCO	28	TABASCO	1	VILLAHERMOSA	E75	CENTRO	1241	16	6	6	0	22	5	mayo
782479	27	TABASCO	28	TABASCO	1	VILLAHERMOSA	E75	CENTRO	1242	16	1150	917	233	22	5	mayo
782480	27	TABASCO	28	TABASCO	1	VILLAHERMOSA	E75	CENTRO	1243	16	71	71	0	22	5	mayo
782481	27	TABASCO	28	TABASCO	1	VILLAHERMOSA	E75	CENTRO	1244	16	15	14	1	22	5	mayo
782482	27	TABASCO	28	TABASCO	1	VILLAHERMOSA	E75	CENTRO	1245	16	18	18	0	22	5	mayo
790524	27	TABASCO	28	TABASCO	2	CARDENAS	E74	CARDENAS	1246	16	444	146	298	22	5	mayo
790525	27	TABASCO	28	TABASCO	2	CARDENAS	E74	CARDENAS	1247	16	3	3	0	22	5	mayo
790526	27	TABASCO	28	TABASCO	2	CARDENAS	E74	CARDENAS	1248	16	25	25	0	22	5	mayo
790527	27	TABASCO	28	TABASCO	2	CARDENAS	E74	CARDENAS	1249	16	33	33	0	22	5	mayo
790528	27	TABASCO	28	TABASCO	2	CARDENAS	E74	CARDENAS	1250	16	9	9	0	22	5	mayo
790529	27	TABASCO	28	TABASCO	2	CARDENAS	E74	CARDENAS	1251	16	4	4	0	22	5	mayo
790530	27	TABASCO	28	TABASCO	2	CARDENAS	E74	CARDENAS	1252	16	7	7	0	22	5	mayo
790531	27	TABASCO	28	TABASCO	2	CARDENAS	E74	CARDENAS	1253	16	72	72	0	22	5	mayo
790532	27	TABASCO	28	TABASCO	2	CARDENAS	E74	CARDENAS	1254	16	4	0	4	22	5	mayo
790533	27	TABASCO	28	TABASCO	2	CARDENAS	E74	CARDENAS	1255	16	3	3	0	22	5	mayo
793063	28	MICHOACAN	17	MICHOACAN	9	URUAPAN DEL PROGRESO	F05	VICTORIA	1256	16	2	2	0	22	5	mayo
793064	28	TAMAULIPAS	29	TAMAULIPAS	1	CIUDAD VICTORIA	F05	VICTORIA	1257	16	2	2	0	22	5	mayo
793065	28	TAMAULIPAS	29	TAMAULIPAS	1	CIUDAD VICTORIA	F05	VICTORIA	1258	16	3	3	0	22	5	mayo
793066	28	TAMAULIPAS	29	TAMAULIPAS	1	CIUDAD VICTORIA	F05	VICTORIA	1259	16	12	12	0	22	5	mayo
793067	28	TAMAULIPAS	29	TAMAULIPAS	1	CIUDAD VICTORIA	F05	VICTORIA	1260	16	35	35	0	22	5	mayo
793068	28	TAMAULIPAS	29	TAMAULIPAS	1	CIUDAD VICTORIA	F05	VICTORIA	1261	16	11	11	0	22	5	mayo
793069	28	TAMAULIPAS	29	TAMAULIPAS	1	CIUDAD VICTORIA	F05	VICTORIA	1262	16	443	437	6	22	5	mayo
793070	28	TAMAULIPAS	29	TAMAULIPAS	1	CIUDAD VICTORIA	F05	VICTORIA	1263	16	825	820	5	22	5	mayo
793071	28	TAMAULIPAS	29	TAMAULIPAS	1	CIUDAD VICTORIA	F05	VICTORIA	1264	16	109	101	8	22	5	mayo
793072	28	TAMAULIPAS	29	TAMAULIPAS	1	CIUDAD VICTORIA	F05	VICTORIA	1265	16	3	3	0	22	5	mayo
793073	28	TAMAULIPAS	29	TAMAULIPAS	1	CIUDAD VICTORIA	F05	VICTORIA	1266	16	9	9	0	22	5	mayo
797874	28	TAMAULIPAS	29	TAMAULIPAS	4	REYNOSA	F01	REYNOSA	1267	16	3	3	0	22	5	mayo
797875	28	TAMAULIPAS	29	TAMAULIPAS	4	REYNOSA	F01	REYNOSA	1268	16	2	2	0	22	5	mayo
797876	28	TAMAULIPAS	29	TAMAULIPAS	4	REYNOSA	F01	REYNOSA	1269	16	68	67	1	22	5	mayo
797877	28	TAMAULIPAS	29	TAMAULIPAS	4	REYNOSA	F01	REYNOSA	1270	16	1890	1890	0	22	5	mayo
797878	28	TAMAULIPAS	29	TAMAULIPAS	4	REYNOSA	E90	GUERRERO	1271	16	10	10	0	22	5	mayo
797879	28	TAMAULIPAS	29	TAMAULIPAS	4	REYNOSA	F01	REYNOSA	1272	16	11	11	0	22	5	mayo
797880	28	TAMAULIPAS	29	TAMAULIPAS	4	REYNOSA	F01	REYNOSA	1273	16	18	18	0	22	5	mayo
797881	28	TAMAULIPAS	29	TAMAULIPAS	4	REYNOSA	E86	CAMARGO	1274	16	42	42	0	22	5	mayo
797882	28	TAMAULIPAS	29	TAMAULIPAS	4	REYNOSA	E86	CAMARGO	1275	16	4	4	0	22	5	mayo
797883	28	TAMAULIPAS	29	TAMAULIPAS	4	REYNOSA	F01	REYNOSA	1276	16	4	4	0	22	5	mayo
804605	28	TAMAULIPAS	29	TAMAULIPAS	10	TAMPICO	E84	ALTAMIRA	1277	16	666	420	246	22	5	mayo
804606	28	TAMAULIPAS	29	TAMAULIPAS	10	TAMPICO	E84	ALTAMIRA	1278	16	39	39	0	22	5	mayo
804607	28	TAMAULIPAS	29	TAMAULIPAS	10	TAMPICO	E84	ALTAMIRA	1279	16	12	12	0	22	5	mayo
804608	28	TAMAULIPAS	29	TAMAULIPAS	10	TAMPICO	E84	ALTAMIRA	1280	16	511	146	365	22	5	mayo
804609	28	TAMAULIPAS	29	TAMAULIPAS	10	TAMPICO	E84	ALTAMIRA	1281	16	21	21	0	22	5	mayo
804610	28	TAMAULIPAS	29	TAMAULIPAS	10	TAMPICO	E84	ALTAMIRA	1282	16	88	86	2	22	5	mayo
804611	28	TAMAULIPAS	29	TAMAULIPAS	10	TAMPICO	E84	ALTAMIRA	1283	16	1	1	0	22	5	mayo
804612	28	TAMAULIPAS	29	TAMAULIPAS	10	TAMPICO	E87	CIUDAD MADERO	1284	16	3	3	0	22	5	mayo
804613	28	TAMAULIPAS	29	TAMAULIPAS	10	TAMPICO	E87	CIUDAD MADERO	1285	16	2	2	0	22	5	mayo
804614	28	TAMAULIPAS	29	TAMAULIPAS	10	TAMPICO	E87	CIUDAD MADERO	1286	16	9	9	0	22	5	mayo
813893	28	TAMAULIPAS	29	TAMAULIPAS	13	CIUDAD MANTE	F06	XICOTENCATL	1287	16	874	827	47	22	5	mayo
813894	28	TAMAULIPAS	29	TAMAULIPAS	13	CIUDAD MANTE	F06	XICOTENCATL	1288	16	3	3	0	22	5	mayo
813895	28	TAMAULIPAS	29	TAMAULIPAS	13	CIUDAD MANTE	F06	XICOTENCATL	1289	16	1	1	0	22	5	mayo
813896	28	TAMAULIPAS	29	TAMAULIPAS	13	CIUDAD MANTE	F06	XICOTENCATL	1290	16	27	27	0	22	5	mayo
813897	28	TAMAULIPAS	29	TAMAULIPAS	13	CIUDAD MANTE	F06	XICOTENCATL	1291	16	1	1	0	22	5	mayo
813898	28	TAMAULIPAS	29	TAMAULIPAS	13	CIUDAD MANTE	E83	ALDAMA	1292	16	40	38	2	22	5	mayo
813899	28	TAMAULIPAS	29	TAMAULIPAS	13	CIUDAD MANTE	E83	ALDAMA	1293	16	27	27	0	22	5	mayo
813900	28	TAMAULIPAS	29	TAMAULIPAS	13	CIUDAD MANTE	E85	ANTIGUO MORELOS	1294	16	9	9	0	22	5	mayo
813901	28	TAMAULIPAS	29	TAMAULIPAS	13	CIUDAD MANTE	E93	MANTE	1295	16	3	3	0	22	5	mayo
813902	28	TAMAULIPAS	29	TAMAULIPAS	13	CIUDAD MANTE	E93	MANTE	1296	16	2	2	0	22	5	mayo
816396	28	TAMAULIPAS	29	TAMAULIPAS	18	NUEVO LAREDO	E97	NUEVO LAREDO	1297	16	7	6	1	22	5	mayo
816397	28	TAMAULIPAS	29	TAMAULIPAS	18	NUEVO LAREDO	E97	NUEVO LAREDO	1298	16	46	46	0	22	5	mayo
816398	28	TAMAULIPAS	29	TAMAULIPAS	18	NUEVO LAREDO	E97	NUEVO LAREDO	1299	16	15	15	0	22	5	mayo
816399	28	TAMAULIPAS	29	TAMAULIPAS	18	NUEVO LAREDO	E97	NUEVO LAREDO	1300	16	5	5	0	22	5	mayo
816400	28	TAMAULIPAS	29	TAMAULIPAS	18	NUEVO LAREDO	E97	NUEVO LAREDO	1301	16	2	2	0	22	5	mayo
816401	28	TAMAULIPAS	29	TAMAULIPAS	18	NUEVO LAREDO	E97	NUEVO LAREDO	1302	16	11	11	0	22	5	mayo
816402	28	TAMAULIPAS	29	TAMAULIPAS	18	NUEVO LAREDO	E97	NUEVO LAREDO	1303	16	10	8	2	22	5	mayo
816403	28	TAMAULIPAS	29	TAMAULIPAS	18	NUEVO LAREDO	E97	NUEVO LAREDO	1304	16	1	1	0	22	5	mayo
816404	28	TAMAULIPAS	29	TAMAULIPAS	18	NUEVO LAREDO	E97	NUEVO LAREDO	1305	16	104	104	0	22	5	mayo
816405	28	TAMAULIPAS	29	TAMAULIPAS	18	NUEVO LAREDO	E97	NUEVO LAREDO	1306	16	18	15	3	22	5	mayo
820769	28	TAMAULIPAS	29	TAMAULIPAS	19	MATAMOROS	E94	MATAMOROS	1307	16	5	5	0	22	5	mayo
820770	28	TAMAULIPAS	29	TAMAULIPAS	19	MATAMOROS	E94	MATAMOROS	1308	16	159	159	0	22	5	mayo
820771	28	TAMAULIPAS	29	TAMAULIPAS	19	MATAMOROS	E94	MATAMOROS	1309	16	2	2	0	22	5	mayo
820772	28	TAMAULIPAS	29	TAMAULIPAS	19	MATAMOROS	E94	MATAMOROS	1310	16	7	7	0	22	5	mayo
820773	28	TAMAULIPAS	29	TAMAULIPAS	19	MATAMOROS	E94	MATAMOROS	1311	16	1	1	0	22	5	mayo
820774	28	TAMAULIPAS	29	TAMAULIPAS	19	MATAMOROS	E94	MATAMOROS	1312	16	4	4	0	22	5	mayo
820775	28	TAMAULIPAS	29	TAMAULIPAS	19	MATAMOROS	E94	MATAMOROS	1313	16	5	5	0	22	5	mayo
820776	28	TAMAULIPAS	29	TAMAULIPAS	19	MATAMOROS	E94	MATAMOROS	1314	16	6	6	0	22	5	mayo
820777	28	TAMAULIPAS	29	TAMAULIPAS	19	MATAMOROS	E94	MATAMOROS	1315	16	739	278	461	22	5	mayo
820778	28	TAMAULIPAS	29	TAMAULIPAS	19	MATAMOROS	E94	MATAMOROS	1316	16	62	62	0	22	5	mayo
825981	28	TLAXCALA	30	TLAXCALA	1	TLAXCALA	F04	VALLE HERMOSO	1317	16	10	10	0	22	5	mayo
825982	29	PUEBLA	22	PUEBLA	5	TEZIUTLAN	F07	AMAXAC DE GUERRERO	1318	16	10	10	0	22	5	mayo
825983	29	QUINTANA ROO	24	QUINTANA ROO	7	CANCUN	L04	IXTACUIXTLA	1319	16	7	7	0	22	5	mayo
825984	29	TLAXCALA	30	TLAXCALA	1	TLAXCALA	F13	TLAXCALA	1320	16	10	10	0	22	5	mayo
825985	29	TLAXCALA	30	TLAXCALA	1	TLAXCALA	F13	TLAXCALA	1321	16	22	22	0	22	5	mayo
825986	29	TLAXCALA	30	TLAXCALA	1	TLAXCALA	F13	TLAXCALA	1322	16	102	102	0	22	5	mayo
825987	29	TLAXCALA	30	TLAXCALA	1	TLAXCALA	F11	CHIAUTEMPAN	1323	16	55	55	0	22	5	mayo
825988	29	TLAXCALA	30	TLAXCALA	1	TLAXCALA	F11	CHIAUTEMPAN	1324	16	3	3	0	22	5	mayo
825989	29	TLAXCALA	30	TLAXCALA	1	TLAXCALA	F11	CHIAUTEMPAN	1325	16	46	22	24	22	5	mayo
825990	29	TLAXCALA	30	TLAXCALA	1	TLAXCALA	F11	CHIAUTEMPAN	1326	16	9	9	0	22	5	mayo
825991	29	TLAXCALA	30	TLAXCALA	1	TLAXCALA	F11	CHIAUTEMPAN	1327	16	73	39	34	22	5	mayo
825992	29	TLAXCALA	30	TLAXCALA	1	TLAXCALA	F11	CHIAUTEMPAN	1328	16	3	3	0	22	5	mayo
825993	29	TLAXCALA	30	TLAXCALA	1	TLAXCALA	F11	CHIAUTEMPAN	1329	16	8	8	0	22	5	mayo
831128	30	BAJA CALIFORNIA	2	BAJA CALIFORNIA	5	TIJUANA	Y97	CARLOS A. CARRILLO	1330	16	6	6	0	22	5	mayo
831129	30	ESTADO DE MEXICO	16	ESTADO DE MEXICO PONIENTE	1	TOLUCA	F67	NAUTLA	1331	16	342	334	8	22	5	mayo
831130	30	TABASCO	28	TABASCO	2	CARDENAS	F87	TANTOYUCA	1332	16	11	11	0	22	5	mayo
831131	30	TAMAULIPAS	29	TAMAULIPAS	4	REYNOSA	F96	TLACOJALPAN	1333	16	1	1	0	22	5	mayo
831132	30	TAMAULIPAS	29	TAMAULIPAS	4	REYNOSA	F91	JOSE AZUETA	1334	16	11	11	0	22	5	mayo
831133	30	TAMAULIPAS	29	TAMAULIPAS	10	TAMPICO	F73	PANUCO, VER	1335	16	1	1	0	22	5	mayo
831134	30	TAMAULIPAS	29	TAMAULIPAS	10	TAMPICO	F73	PANUCO, VER	1336	16	6	6	0	22	5	mayo
831135	30	TAMAULIPAS	29	TAMAULIPAS	10	TAMPICO	F73	PANUCO, VER	1337	16	115	98	17	22	5	mayo
831136	30	TAMAULIPAS	29	TAMAULIPAS	10	TAMPICO	F73	PANUCO, VER	1338	16	11	2	9	22	5	mayo
831137	30	TAMAULIPAS	29	TAMAULIPAS	10	TAMPICO	F73	PANUCO, VER	1339	16	7	7	0	22	5	mayo
831138	30	TAMAULIPAS	29	TAMAULIPAS	10	TAMPICO	F73	PANUCO, VER	1340	16	5	5	0	22	5	mayo
831139	30	TAMAULIPAS	29	TAMAULIPAS	10	TAMPICO	F73	PANUCO, VER	1341	16	2	2	0	22	5	mayo
831140	30	TAMAULIPAS	29	TAMAULIPAS	10	TAMPICO	F88	TEMPOAL,VER	1342	16	7	0	7	22	5	mayo
831141	30	TAMAULIPAS	29	TAMAULIPAS	10	TAMPICO	F87	TANTOYUCA	1343	16	2	2	0	22	5	mayo
831142	30	TAMAULIPAS	29	TAMAULIPAS	10	TAMPICO	F73	PANUCO, VER	1344	16	5	5	0	22	5	mayo
831927	30	VERACRUZ	31	VERACRUZ NORTE	2	JALAPA	F77	PEROTE	1345	16	14	14	0	22	5	mayo
831928	30	VERACRUZ	31	VERACRUZ NORTE	2	JALAPA	F77	PEROTE	1346	16	5	5	0	22	5	mayo
831929	30	VERACRUZ	31	VERACRUZ NORTE	2	JALAPA	F29	BANDERILLA	1347	16	13	13	0	22	5	mayo
831930	30	VERACRUZ	31	VERACRUZ NORTE	2	JALAPA	F54	XALAPA	1348	16	87	87	0	22	5	mayo
831931	30	VERACRUZ	31	VERACRUZ NORTE	2	JALAPA	F54	XALAPA	1349	16	193	193	0	22	5	mayo
831932	30	VERACRUZ	31	VERACRUZ NORTE	2	JALAPA	F54	XALAPA	1350	16	198	197	1	22	5	mayo
831933	30	VERACRUZ	31	VERACRUZ NORTE	2	JALAPA	F54	XALAPA	1351	16	8	8	0	22	5	mayo
831934	30	VERACRUZ	31	VERACRUZ NORTE	2	JALAPA	F54	XALAPA	1352	16	87	86	1	22	5	mayo
831935	30	VERACRUZ	31	VERACRUZ NORTE	2	JALAPA	F54	XALAPA	1353	16	11	11	0	22	5	mayo
831936	30	VERACRUZ	31	VERACRUZ NORTE	2	JALAPA	F54	XALAPA	1354	16	1	1	0	22	5	mayo
839016	30	VERACRUZ	31	VERACRUZ NORTE	7	POZA RICA	G03	TUXPAN	1355	16	40	40	0	22	5	mayo
839017	30	VERACRUZ	31	VERACRUZ NORTE	7	POZA RICA	G03	TUXPAN	1356	16	5	5	0	22	5	mayo
839018	30	VERACRUZ	31	VERACRUZ NORTE	7	POZA RICA	G03	TUXPAN	1357	16	7	7	0	22	5	mayo
839019	30	VERACRUZ	31	VERACRUZ NORTE	7	POZA RICA	G03	TUXPAN	1358	16	6	6	0	22	5	mayo
839020	30	VERACRUZ	31	VERACRUZ NORTE	7	POZA RICA	G03	TUXPAN	1359	16	12	12	0	22	5	mayo
839021	30	VERACRUZ	31	VERACRUZ NORTE	7	POZA RICA	G03	TUXPAN	1360	16	2	2	0	22	5	mayo
839022	30	VERACRUZ	31	VERACRUZ NORTE	7	POZA RICA	G03	TUXPAN	1361	16	1	1	0	22	5	mayo
839023	30	VERACRUZ	31	VERACRUZ NORTE	7	POZA RICA	G03	TUXPAN	1362	16	7	7	0	22	5	mayo
839024	30	VERACRUZ	31	VERACRUZ NORTE	7	POZA RICA	G03	TUXPAN	1363	16	3	3	0	22	5	mayo
839025	30	VERACRUZ	31	VERACRUZ NORTE	7	POZA RICA	G03	TUXPAN	1364	16	210	194	16	22	5	mayo
844195	30	VERACRUZ	31	VERACRUZ NORTE	9	MARTINEZ DE LA TORRE	F61	MARTINEZ DE LA TORRE	1365	16	43	43	0	22	5	mayo
844196	30	VERACRUZ	31	VERACRUZ NORTE	9	MARTINEZ DE LA TORRE	F61	MARTINEZ DE LA TORRE	1366	16	7	7	0	22	5	mayo
844197	30	VERACRUZ	31	VERACRUZ NORTE	9	MARTINEZ DE LA TORRE	F61	MARTINEZ DE LA TORRE	1367	16	39	39	0	22	5	mayo
844198	30	VERACRUZ	31	VERACRUZ NORTE	9	MARTINEZ DE LA TORRE	F61	MARTINEZ DE LA TORRE	1368	16	19	19	0	22	5	mayo
844199	30	VERACRUZ	31	VERACRUZ NORTE	9	MARTINEZ DE LA TORRE	F61	MARTINEZ DE LA TORRE	1369	16	11	11	0	22	5	mayo
844200	30	VERACRUZ	31	VERACRUZ NORTE	9	MARTINEZ DE LA TORRE	F61	MARTINEZ DE LA TORRE	1370	16	9	9	0	22	5	mayo
844201	30	VERACRUZ	31	VERACRUZ NORTE	9	MARTINEZ DE LA TORRE	F61	MARTINEZ DE LA TORRE	1371	16	2	2	0	22	5	mayo
844202	30	VERACRUZ	31	VERACRUZ NORTE	9	MARTINEZ DE LA TORRE	F61	MARTINEZ DE LA TORRE	1372	16	1	1	0	22	5	mayo
844203	30	VERACRUZ	31	VERACRUZ NORTE	9	MARTINEZ DE LA TORRE	F61	MARTINEZ DE LA TORRE	1373	16	7	7	0	22	5	mayo
844204	30	VERACRUZ	31	VERACRUZ NORTE	9	MARTINEZ DE LA TORRE	F61	MARTINEZ DE LA TORRE	1374	16	3	3	0	22	5	mayo
846229	30	VERACRUZ	31	VERACRUZ NORTE	12	VERACRUZ	G06	VERACRUZ	1375	16	37	37	0	22	5	mayo
846230	30	VERACRUZ	31	VERACRUZ NORTE	12	VERACRUZ	G06	VERACRUZ	1376	16	18	18	0	22	5	mayo
846231	30	VERACRUZ	31	VERACRUZ NORTE	12	VERACRUZ	G06	VERACRUZ	1377	16	310	310	0	22	5	mayo
846232	30	VERACRUZ	31	VERACRUZ NORTE	12	VERACRUZ	G06	VERACRUZ	1378	16	10	10	0	22	5	mayo
846233	30	VERACRUZ	31	VERACRUZ NORTE	12	VERACRUZ	G06	VERACRUZ	1379	16	1	1	0	22	5	mayo
846234	30	VERACRUZ	31	VERACRUZ NORTE	12	VERACRUZ	G06	VERACRUZ	1380	16	8	8	0	22	5	mayo
846235	30	VERACRUZ	31	VERACRUZ NORTE	12	VERACRUZ	G06	VERACRUZ	1381	16	4	4	0	22	5	mayo
846236	30	VERACRUZ	31	VERACRUZ NORTE	12	VERACRUZ	G06	VERACRUZ	1382	16	28	28	0	22	5	mayo
846237	30	VERACRUZ	31	VERACRUZ NORTE	12	VERACRUZ	G06	VERACRUZ	1383	16	224	223	1	22	5	mayo
846238	30	VERACRUZ	31	VERACRUZ NORTE	12	VERACRUZ	G06	VERACRUZ	1384	16	4	3	1	22	5	mayo
857648	30	VERACRUZ	31	VERACRUZ NORTE	25	LERDO DE TEJADA	F21	ALVARADO	1385	16	2	2	0	22	5	mayo
857649	30	VERACRUZ	31	VERACRUZ NORTE	25	LERDO DE TEJADA	F21	ALVARADO	1386	16	6	6	0	22	5	mayo
857650	30	VERACRUZ	31	VERACRUZ NORTE	25	LERDO DE TEJADA	F21	ALVARADO	1387	16	12	12	0	22	5	mayo
857651	30	VERACRUZ	31	VERACRUZ NORTE	25	LERDO DE TEJADA	F21	ALVARADO	1388	16	4	4	0	22	5	mayo
857652	30	VERACRUZ	31	VERACRUZ NORTE	25	LERDO DE TEJADA	F21	ALVARADO	1389	16	37	37	0	22	5	mayo
857653	30	VERACRUZ	31	VERACRUZ NORTE	25	LERDO DE TEJADA	F60	LERDO DE TEJADA	1390	16	639	629	10	22	5	mayo
857654	30	VERACRUZ	31	VERACRUZ NORTE	25	LERDO DE TEJADA	F60	LERDO DE TEJADA	1391	16	24	23	1	22	5	mayo
857655	30	VERACRUZ	31	VERACRUZ NORTE	25	LERDO DE TEJADA	F60	LERDO DE TEJADA	1392	16	1	1	0	22	5	mayo
857656	30	VERACRUZ	31	VERACRUZ NORTE	25	LERDO DE TEJADA	F24	ANGEL R CABADA	1393	16	20	18	2	22	5	mayo
857657	30	VERACRUZ	31	VERACRUZ NORTE	25	LERDO DE TEJADA	F21	ALVARADO	1394	16	56	56	0	22	5	mayo
859212	30	VERACRUZ	32	VERACRUZ SUR	2	CORDOBA	F36	CORDOBA	1395	16	3	3	0	22	5	mayo
859213	30	VERACRUZ	32	VERACRUZ SUR	2	CORDOBA	F36	CORDOBA	1396	16	7	7	0	22	5	mayo
859214	30	VERACRUZ	32	VERACRUZ SUR	2	CORDOBA	F36	CORDOBA	1397	16	567	521	46	22	5	mayo
859215	30	VERACRUZ	32	VERACRUZ SUR	2	CORDOBA	F36	CORDOBA	1398	16	146	53	93	22	5	mayo
859216	30	VERACRUZ	32	VERACRUZ SUR	2	CORDOBA	F36	CORDOBA	1399	16	5	5	0	22	5	mayo
859217	30	VERACRUZ	32	VERACRUZ SUR	2	CORDOBA	F36	CORDOBA	1400	16	1	1	0	22	5	mayo
859218	30	VERACRUZ	32	VERACRUZ SUR	2	CORDOBA	F36	CORDOBA	1401	16	15	15	0	22	5	mayo
859219	30	VERACRUZ	32	VERACRUZ SUR	2	CORDOBA	F36	CORDOBA	1402	16	6	6	0	22	5	mayo
